HomeTeam,AwayTeam,HTR,HTHG,HTAG,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,MaxH,MaxD,MaxA,AvgH,AvgD,AvgA,FTR,FTR,主场胜利=0 客场胜利=1 平局=2
Dundee United,St Mirren,2,0,0,11,6,8,4,6,11,9,2,1,2,0,0,1.75,3.4,4.5,1.72,3.32,4.31,2,2,
Falkirk,Hibernian,1,0,1,13,11,6,5,10,5,7,4,0,2,0,0,2.4,3.3,2.8,2.31,3.22,2.68,1,1,
Gretna,Kilmarnock,0,3,0,10,9,9,5,10,10,4,7,2,1,0,0,3.1,3.25,2.2,2.96,3.21,2.15,0,0,
Hearts,Rangers,1,0,2,5,11,1,8,6,9,3,12,2,0,0,0,5.75,3.8,1.65,5.41,3.66,1.57,1,1,
Falkirk,Motherwell,2,0,0,15,9,9,3,12,15,4,8,1,2,0,0,2.6,3.25,2.62,2.43,3.19,2.56,2,2,
Hibernian,Celtic,2,0,0,7,15,2,10,15,7,6,4,3,1,0,0,5,3.5,1.84,4.74,3.46,1.69,1,1,
Inverness C,Hearts,1,0,2,6,13,2,7,10,11,6,4,1,2,0,0,2.5,3.25,2.6,2.43,3.19,2.56,1,1,
Kilmarnock,St Mirren,0,1,0,5,10,4,4,15,6,4,7,1,1,0,0,2.25,3.25,3,2.17,3.21,2.92,0,0,
Rangers,Aberdeen,2,1,1,23,11,12,5,11,16,9,4,0,1,0,0,1.22,5.5,12,1.21,5.12,10.5,0,0,
Gretna,Dundee United,1,0,1,5,12,2,6,9,7,2,5,1,1,0,0,4.55,3.5,1.8,4.32,3.38,1.7,1,1,
Celtic,Dundee United,2,0,0,11,4,3,0,7,22,9,5,1,2,0,0,1.22,5.5,12,1.2,5.36,10.7,2,2,
Hibernian,Motherwell,2,0,0,17,15,10,5,12,14,4,5,2,1,1,0,2.1,3.3,3.35,2.06,3.21,3.17,0,0,
Aberdeen,Gretna,0,1,0,11,2,5,0,15,7,4,1,0,1,0,0,1.35,5.25,12,1.27,4.75,9.1,0,0,
Hibernian,Kilmarnock,0,1,0,6,8,4,1,12,11,5,5,1,1,0,0,1.65,3.6,5.5,1.61,3.46,4.88,0,0,
Inverness C,Falkirk,2,0,0,10,9,4,3,12,6,3,4,1,1,0,0,2.3,3.3,2.9,2.24,3.21,2.8,1,1,
St Mirren,Hearts,2,0,0,11,12,3,3,14,16,3,7,3,0,0,0,3.2,3.4,2.25,2.92,3.24,2.17,2,2,
Aberdeen,St Mirren,2,1,1,8,9,5,3,7,12,4,4,0,1,0,1,1.72,3.5,4.6,1.67,3.4,4.45,2,2,
Dundee United,Motherwell,2,0,0,9,7,3,3,11,20,4,10,0,5,0,0,2.25,3.4,3.4,2.18,3.25,3.05,0,0,
Hearts,Falkirk,2,0,0,6,10,2,2,14,15,6,4,1,2,0,0,1.9,3.5,4.2,1.8,3.33,3.84,2,2,
Kilmarnock,Inverness C,2,1,1,12,3,7,2,12,10,5,3,1,0,0,0,2.25,3.4,3.3,2.09,3.25,3.08,0,0,
Rangers,Hibernian,0,1,0,9,8,6,2,13,15,4,3,0,3,0,0,1.33,4.75,9.5,1.29,4.56,8.5,0,0,
Gretna,Celtic,1,0,1,3,19,0,11,18,7,4,7,2,1,0,0,26,12,1.12,20.8,8.8,1.08,1,1,
Falkirk,Kilmarnock,2,0,0,10,7,7,3,13,11,7,3,1,2,0,0,1.9,3.4,4,1.85,3.3,3.7,2,2,
Hearts,Dundee United,0,1,0,8,8,3,3,17,14,5,5,2,1,0,2,2.25,3.25,3.1,2.18,3.18,2.94,0,0,
Inverness C,Aberdeen,2,2,2,9,16,6,8,10,12,5,6,4,5,1,0,2.7,3.3,2.6,2.51,3.19,2.49,1,1,
Motherwell,Hibernian,0,1,0,14,4,4,1,12,12,7,2,2,0,0,0,2.3,3.25,2.9,2.25,3.19,2.82,0,0,
Rangers,Celtic,0,1,0,8,10,6,6,13,13,8,5,3,5,0,0,2.3,3.4,3.25,2.23,3.21,2.99,0,0,
St Mirren,Gretna,0,1,0,11,9,3,0,9,15,6,0,0,1,0,0,1.3,5.1,11,1.26,4.61,9.7,0,0,
Celtic,Motherwell,1,0,1,13,4,4,1,14,11,10,4,0,2,0,1,1.25,5.5,13,1.23,4.9,10.6,1,1,
Gretna,Inverness C,2,0,0,9,14,3,7,10,6,1,7,1,2,0,0,7,4.2,1.44,6.63,4.05,1.4,1,1,
Hibernian,St Mirren,0,2,0,5,13,4,5,14,12,2,12,3,1,0,0,1.61,3.6,5.5,1.55,3.52,5.31,0,0,
Kilmarnock,Hearts,2,0,0,11,7,7,3,13,14,9,6,3,3,1,0,2.9,3.4,2.35,2.73,3.22,2.28,2,2,
Dundee United,Rangers,2,1,1,13,8,5,3,11,11,4,5,1,1,0,0,6,3.5,1.75,5.08,3.44,1.61,2,2,
Aberdeen,Falkirk,0,1,0,9,7,6,4,9,17,4,6,0,1,0,0,1.95,3.4,4.35,1.86,3.31,3.92,0,0,
Gretna,St Mirren,2,0,0,7,4,1,1,14,14,7,10,1,2,0,0,6.5,4.33,1.5,6.17,4.11,1.42,2,2,
Motherwell,Celtic,1,1,3,7,13,2,6,21,12,4,7,1,1,0,0,4.6,3.6,1.8,4.31,3.42,1.7,1,1,
Celtic,Rangers,0,1,0,9,5,4,2,13,11,9,3,2,3,0,1,2.3,3.3,3,2.2,3.2,2.89,0,0,
Celtic,Aberdeen,2,0,0,13,3,6,0,12,6,4,4,2,2,0,0,1.3,5,9,1.27,4.76,8.8,0,0,
Falkirk,Gretna,2,0,0,15,5,7,3,16,13,8,6,0,2,0,0,1.44,5,10,1.31,4.29,8.9,2,2,
Hearts,St Mirren,0,2,1,11,9,7,6,8,11,4,7,0,0,0,0,1.66,3.5,5,1.64,3.44,4.62,0,0,
Inverness C,Kilmarnock,0,1,0,15,5,7,2,9,16,10,3,0,0,0,0,2.25,3.3,2.9,2.21,3.22,2.84,0,0,
Dundee United,Hibernian,2,0,0,14,10,8,4,12,12,6,6,1,3,0,0,2.2,3.25,3.2,2.12,3.23,3,2,2,
Aberdeen,Hibernian,2,0,0,16,8,4,3,12,13,8,6,2,3,0,2,2.3,3.3,2.9,2.27,3.2,2.76,0,0,
Hearts,Inverness C,2,0,0,15,10,6,4,14,8,14,8,2,1,0,0,1.75,3.5,4.35,1.73,3.4,4.16,0,0,
Kilmarnock,Gretna,2,0,0,11,5,5,1,13,12,7,3,0,0,0,0,1.33,4.5,8.25,1.31,4.44,7.95,2,2,
Motherwell,Dundee United,2,1,1,8,9,4,5,17,16,5,5,2,3,0,0,2.15,3.3,3.2,2.11,3.22,3.03,2,2,
St Mirren,Falkirk,2,0,0,12,8,6,3,13,12,3,1,5,0,0,1,2.5,3.3,2.8,2.37,3.16,2.67,0,0,
Celtic,Rangers,2,2,2,6,9,3,6,23,20,8,7,4,2,0,1,2.15,3.25,3.7,2.05,3.21,3.34,0,0,
Aberdeen,Dundee United,0,1,0,9,7,3,3,17,16,8,2,2,2,0,0,2.38,3.4,2.75,2.33,3.24,2.65,0,0,
Inverness C,Gretna,0,2,1,15,3,8,1,9,8,4,5,0,0,0,0,1.4,4.5,7.5,1.35,4.22,7.2,0,0,
Motherwell,Celtic,2,0,0,11,6,6,4,20,15,13,1,1,1,0,0,6.5,4.5,1.5,5.93,3.92,1.46,1,1,
St Mirren,Kilmarnock,2,0,0,9,6,7,3,10,16,10,5,0,1,0,0,2.25,3.3,3,2.16,3.21,2.94,0,0,
Hibernian,Rangers,2,0,0,4,11,3,2,11,12,5,9,2,3,0,0,5,3.7,1.72,4.58,3.52,1.65,2,2,
Falkirk,Hearts,0,1,0,9,9,4,4,14,23,4,2,1,4,0,0,2.6,3.4,2.5,2.56,3.22,2.41,0,0,
Rangers,Motherwell,2,0,0,13,2,5,0,6,16,13,2,0,3,0,0,1.3,5.5,11,1.27,4.97,8.95,0,0,
Falkirk,Inverness C,0,1,0,16,8,8,1,13,15,5,5,0,2,0,0,2.1,3.3,3.2,2.08,3.21,3.11,0,0,
Hearts,Kilmarnock,2,0,0,13,11,6,3,15,10,5,1,0,1,0,0,1.7,3.6,5,1.64,3.5,4.59,1,1,
Motherwell,Aberdeen,2,0,0,11,6,6,3,13,14,11,0,1,1,0,0,2,3.3,3.5,1.97,3.24,3.34,0,0,
Rangers,Dundee United,0,2,0,9,7,3,4,9,21,2,1,1,3,0,0,1.3,5.5,10,1.27,5.13,8.85,0,0,
St Mirren,Gretna,2,0,0,12,9,8,5,5,11,11,3,1,1,0,0,1.35,5,8,1.33,4.41,7.26,2,2,
Celtic,Hibernian,0,1,0,19,11,9,10,14,17,9,9,2,3,0,2,1.28,5.5,10,1.24,5.2,9.25,0,0,
Gretna,Hearts,2,0,0,7,7,3,2,7,3,3,4,1,0,0,1,6.5,4,1.57,5.88,3.82,1.46,0,0,
Inverness C,St Mirren,2,0,0,12,8,3,5,5,13,5,3,2,2,1,0,1.95,3.3,3.75,1.91,3.25,3.5,2,2,
Kilmarnock,Falkirk,2,1,1,16,6,7,1,9,14,6,4,0,1,0,0,2.38,3.3,2.7,2.35,3.14,2.68,0,0,
Motherwell,Rangers,1,0,1,5,9,2,5,15,11,5,8,2,0,0,0,6.5,4.33,1.6,6.1,3.99,1.46,2,2,
St Mirren,Rangers,1,0,2,4,13,1,7,13,6,4,7,5,3,0,0,10.5,5.75,1.29,8.95,5.25,1.26,1,1,
Aberdeen,Rangers,2,0,0,9,9,6,4,12,17,4,10,1,0,0,1,7,4.2,1.5,6.08,3.92,1.46,0,0,
Dundee United,Celtic,2,0,0,11,11,4,9,15,10,4,8,1,3,0,0,9,5,1.36,8.2,4.5,1.31,1,1,
Hibernian,Motherwell,1,0,1,14,17,3,11,5,12,4,9,2,0,0,0,2.1,3.4,3.2,2.06,3.24,3.09,1,1,
Aberdeen,Inverness C,1,0,1,7,8,2,3,8,12,12,2,2,1,0,0,1.73,3.5,4.5,1.67,3.4,4.39,1,1,
Falkirk,Rangers,2,0,0,6,8,2,5,7,12,11,4,0,3,0,0,6.5,4,1.5,6,3.82,1.47,1,1,
Hearts,Motherwell,0,2,1,10,6,6,2,14,14,1,3,3,2,0,0,2.2,3.25,3.5,2.04,3.21,3.19,0,0,
Kilmarnock,Hibernian,2,0,0,11,11,5,1,8,12,10,4,1,2,0,0,2.55,3.25,2.62,2.47,3.17,2.51,0,0,
Celtic,St Mirren,2,0,0,12,6,4,2,13,13,3,3,1,0,0,1,1.17,6.5,17,1.15,6.1,14.2,0,0,
Hamilton,Dundee United,0,2,1,13,9,11,5,16,14,6,7,2,4,0,0,3.6,3.25,2.25,3.08,3.2,2.15,0,0,
Hibernian,Falkirk,0,2,1,16,12,6,6,13,15,0,4,2,1,0,0,2.1,3.3,3.75,1.92,3.24,3.62,0,0,
Inverness C,Hamilton,1,0,1,6,5,2,2,17,20,4,6,1,2,0,0,1.8,3.5,4.5,1.77,3.38,4.07,1,1,
Motherwell,Aberdeen,2,0,0,5,4,3,3,9,13,3,3,0,4,0,0,2.2,3.3,3.5,2.12,3.22,3.09,1,1,
Rangers,Hearts,0,1,0,13,7,7,5,12,13,1,4,1,2,0,1,1.44,4.25,7.5,1.39,4.09,6.95,0,0,
St Mirren,Kilmarnock,2,0,0,9,9,3,5,14,12,4,9,1,2,0,0,2.4,3.3,2.88,2.32,3.19,2.74,2,2,
Dundee United,Celtic,2,0,0,9,13,6,8,19,14,5,5,1,1,0,0,5.75,4,1.57,5.55,3.76,1.51,2,2,
Aberdeen,Rangers,2,1,1,5,11,3,4,24,18,0,3,2,0,0,0,5.5,3.5,1.75,4.7,3.4,1.71,2,2,
Celtic,Falkirk,0,2,0,16,8,9,5,7,17,5,3,1,2,0,0,1.2,6.5,13,1.18,5.85,11.1,0,0,
Hearts,St Mirren,0,1,0,17,4,11,3,15,13,13,2,2,3,0,1,1.73,3.6,5,1.62,3.5,4.82,0,0,
Inverness C,Hibernian,0,1,0,6,13,5,3,8,5,8,2,3,0,0,0,2.45,3.3,2.88,2.4,3.2,2.63,2,2,
Kilmarnock,Hamilton,0,1,0,11,5,3,0,11,22,12,4,3,1,0,1,2.1,3.3,3.7,1.94,3.25,3.51,0,0,
Motherwell,Dundee United,2,1,1,8,7,4,3,18,15,7,6,2,4,0,0,2.4,3.3,2.88,2.29,3.22,2.76,2,2,
Dundee United,Kilmarnock,1,0,1,5,3,1,3,13,12,13,2,1,3,0,0,1.9,3.5,4.5,1.85,3.3,3.78,1,1,
Falkirk,Inverness C,2,0,0,6,17,4,8,12,10,1,9,0,1,0,0,2.2,3.4,3.4,2.13,3.24,3.05,1,1,
Hamilton,Hearts,1,0,1,9,13,2,7,8,9,7,3,2,0,0,0,3,3.4,2.3,2.87,3.24,2.22,1,1,
Hibernian,Motherwell,2,0,0,11,6,3,3,11,13,3,2,0,0,0,0,2.15,3.35,3.4,2.06,3.22,3.21,1,1,
St Mirren,Aberdeen,1,0,1,12,8,7,7,9,13,6,2,3,2,0,0,2.9,3.3,2.4,2.72,3.18,2.34,1,1,
Celtic,Rangers,2,1,1,11,12,6,7,12,18,7,8,2,5,1,1,2,3.3,3.8,1.99,3.22,3.43,1,1,
Aberdeen,Hamilton,2,1,1,7,3,1,2,10,12,2,4,2,3,0,0,1.67,3.6,5,1.65,3.48,4.58,1,1,
Falkirk,Hearts,0,1,0,7,8,5,6,15,18,3,6,3,1,0,0,2.88,3.3,2.38,2.78,3.23,2.27,0,0,
Hibernian,Dundee United,2,1,1,7,9,2,5,17,21,1,9,2,2,1,0,2.3,3.25,3.1,2.23,3.19,2.91,0,0,
Inverness C,St Mirren,0,1,0,10,4,5,2,15,19,3,4,1,1,0,0,2,3.35,3.8,1.87,3.27,3.72,1,1,
Motherwell,Celtic,1,0,4,13,20,7,13,12,12,4,4,3,3,0,0,5,3.6,1.73,4.71,3.52,1.65,1,1,
Rangers,Kilmarnock,1,0,1,13,6,11,5,17,13,10,2,3,2,1,0,1.25,5.5,12,1.24,4.96,10,0,0,
Aberdeen,Dundee United,2,0,0,12,5,4,1,9,19,10,3,1,3,0,0,2.1,3.4,3.4,2.08,3.26,3.18,1,1,
Hamilton,Hibernian,1,0,1,14,10,4,4,10,6,12,7,2,2,0,0,2.55,3.4,2.75,2.48,3.19,2.56,1,1,
Hearts,Inverness C,0,1,0,11,10,4,5,13,8,7,8,3,2,0,0,1.8,3.5,4.5,1.76,3.34,4.16,0,0,
St Mirren,Falkirk,2,0,0,7,7,4,2,12,19,7,4,1,2,0,0,2.3,3.3,3.1,2.24,3.22,2.86,2,2,
Kilmarnock,Celtic,1,0,1,2,9,2,5,14,15,6,5,1,2,0,1,6,3.6,1.62,5.28,3.56,1.58,1,1,
Rangers,Motherwell,2,0,0,17,7,9,3,8,17,1,3,2,2,0,0,1.29,6,10.5,1.25,5.2,9.4,0,0,
Celtic,Aberdeen,0,1,0,13,9,8,4,10,7,7,2,1,0,0,0,1.33,5,11,1.29,4.54,9.2,0,0,
Dundee United,Hearts,0,1,0,13,8,7,5,15,23,3,5,0,3,0,1,2.4,3.4,2.88,2.31,3.22,2.75,0,0,
Falkirk,Hamilton,0,1,0,14,9,9,5,14,16,3,5,0,1,0,0,2.1,3.4,3.4,2.09,3.22,3.16,0,0,
Inverness C,Kilmarnock,0,2,1,13,4,7,0,19,20,8,0,1,5,0,1,2.4,3.3,2.88,2.33,3.2,2.73,0,0,
Motherwell,St Mirren,1,0,1,12,10,5,5,10,10,7,5,1,3,0,1,1.91,3.4,4,1.83,3.27,3.85,0,0,
Hibernian,Rangers,1,0,2,5,11,4,3,12,6,5,9,1,2,0,0,5.3,3.6,1.73,4.8,3.44,1.64,1,1,
Aberdeen,Hibernian,2,1,1,12,11,6,4,6,15,5,1,2,1,1,0,2.25,3.4,3.1,2.18,3.22,2.98,1,1,
Celtic,Hamilton,0,2,0,21,5,16,3,9,18,9,2,1,1,0,0,1.2,6,15,1.17,5.8,12.4,0,0,
Dundee United,Inverness C,0,1,0,14,12,8,5,16,18,10,7,1,2,0,0,1.85,3.6,4.5,1.81,3.32,3.94,0,0,
Hearts,Kilmarnock,2,1,1,10,7,3,3,10,18,3,4,1,6,0,0,1.8,3.6,4.33,1.79,3.35,3.99,1,1,
Motherwell,Falkirk,0,2,1,12,9,6,4,18,14,7,5,0,2,0,0,2,3.5,3.6,1.95,3.28,3.43,0,0,
St Mirren,Rangers,2,0,0,4,24,1,12,16,12,1,14,2,2,0,0,8.5,5,1.35,7.8,4.6,1.31,0,0,
Falkirk,Aberdeen,2,0,0,11,8,3,4,20,10,3,1,4,1,1,0,2.38,3.4,3.1,2.3,3.21,2.78,1,1,
Hamilton,St Mirren,1,1,2,6,6,1,5,7,15,2,5,2,1,0,0,2.38,3.3,3.05,2.23,3.2,2.89,1,1,
Inverness C,Celtic,2,0,0,7,8,3,7,12,12,3,6,3,3,0,0,7,4,1.53,6.15,3.87,1.47,1,1,
Kilmarnock,Motherwell,2,0,0,7,10,6,6,18,12,3,7,3,2,0,1,2.25,3.4,3.1,2.16,3.23,2.97,0,0,
Hibernian,Hearts,2,1,1,10,7,4,2,17,11,4,3,3,2,0,0,2.38,3.3,3,2.31,3.2,2.8,2,2,
Celtic,Hibernian,0,2,1,20,6,12,4,9,9,17,1,2,3,0,0,1.35,5,9,1.31,4.61,7.95,0,0,
Dundee United,St Mirren,2,0,0,18,10,10,8,18,10,10,3,1,2,0,0,1.8,3.5,5,1.74,3.34,4.3,0,0,
Hamilton,Rangers,2,1,1,5,10,2,4,13,9,5,4,0,0,0,0,10,4.75,1.35,8.15,4.54,1.32,1,1,
Hearts,Aberdeen,2,1,1,12,6,2,3,10,13,8,3,1,1,0,0,2,3.4,3.8,1.9,3.3,3.61,2,2,
Inverness C,Motherwell,2,0,0,11,5,5,2,13,15,5,7,0,1,0,0,2.4,3.4,2.8,2.33,3.24,2.69,1,1,
Kilmarnock,Falkirk,1,0,1,10,5,5,2,14,12,4,4,1,1,0,1,2,3.4,3.8,1.93,3.27,3.57,1,1,
Aberdeen,Kilmarnock,2,0,0,14,8,5,4,11,16,5,7,1,4,0,0,2.25,3.4,3.25,2.13,3.22,3.07,0,0,
Falkirk,Dundee United,2,0,0,10,5,7,3,14,15,5,4,1,1,0,1,2.5,3.3,2.88,2.41,3.18,2.65,2,2,
Motherwell,Hamilton,0,1,0,13,6,8,2,10,17,5,2,3,2,0,0,1.8,3.75,4.5,1.72,3.43,4.28,0,0,
Rangers,Inverness C,0,5,0,16,8,8,1,12,8,6,5,0,1,0,0,1.22,6.25,13,1.2,5.55,11.3,0,0,
St Mirren,Hibernian,2,0,0,13,11,7,8,6,15,5,6,1,1,0,0,2.6,3.3,2.62,2.53,3.18,2.51,2,2,
Hearts,Celtic,1,0,2,7,7,4,3,14,12,5,1,0,1,1,0,5.5,3.6,1.67,5.04,3.5,1.62,1,1,
Rangers,Dundee United,2,2,2,20,8,10,4,8,13,10,1,1,3,0,0,1.29,5.25,11,1.27,4.9,9.6,2,2,
Celtic,Motherwell,0,1,0,15,9,7,5,11,13,3,6,1,1,0,1,1.29,6,11,1.25,5.15,9.6,0,0,
Dundee United,Aberdeen,0,2,0,10,12,5,4,17,12,3,5,3,2,0,0,2.1,3.3,3.75,1.98,3.23,3.42,0,0,
Hamilton,Falkirk,0,1,0,11,9,2,1,15,11,8,5,3,1,0,0,2.8,3.25,2.5,2.62,3.17,2.45,2,2,
Hibernian,Inverness C,1,0,1,8,7,5,3,10,18,4,5,2,2,0,0,1.67,3.6,5.5,1.64,3.48,4.79,1,1,
St Mirren,Hearts,2,0,0,11,7,2,3,12,13,2,8,0,0,0,1,2.75,3.25,2.6,2.57,3.17,2.5,1,1,
Kilmarnock,Rangers,2,0,0,4,12,2,7,12,12,1,6,1,2,0,0,7.5,4.2,1.5,6.45,3.93,1.46,1,1,
Aberdeen,St Mirren,2,0,0,9,7,6,3,9,8,3,3,2,2,0,0,1.75,3.5,5,1.72,3.36,4.43,0,0,
Celtic,Kilmarnock,0,1,0,17,2,11,0,7,19,4,2,0,2,0,0,1.2,6,15,1.19,5.6,11.4,0,0,
Dundee United,Hibernian,2,0,0,17,12,8,4,12,11,6,6,1,1,0,0,2.05,3.4,4,1.94,3.26,3.48,0,0,
Hearts,Hamilton,0,1,0,13,6,8,2,6,12,1,3,1,1,0,0,1.57,4,6.5,1.52,3.66,5.78,0,0,
Inverness C,Falkirk,1,0,1,8,6,3,2,15,12,10,4,1,2,0,0,2.38,3.25,3,2.28,3.2,2.82,2,2,
Motherwell,Rangers,2,0,0,8,9,6,7,8,11,5,3,0,1,0,0,6.5,4,1.53,5.6,3.77,1.51,2,2,
Falkirk,Motherwell,0,1,0,12,9,8,4,12,15,6,1,0,0,0,0,2.45,3.5,2.75,2.38,3.22,2.64,0,0,
Hibernian,Aberdeen,1,0,1,19,6,10,2,17,14,7,3,1,0,0,0,2.3,3.4,3,2.24,3.21,2.85,2,2,
Inverness C,Hearts,1,0,1,14,5,5,3,15,16,1,5,0,1,0,0,2.65,3.4,2.6,2.58,3.2,2.47,1,1,
Kilmarnock,Dundee United,0,1,0,5,5,1,2,14,22,2,2,3,1,0,0,2.9,3.4,2.5,2.68,3.21,2.38,0,0,
Rangers,St Mirren,0,2,0,19,10,6,4,12,7,5,4,2,1,0,0,1.17,7,15,1.16,6.1,12.2,0,0,
Hamilton,Celtic,2,1,1,6,15,3,10,9,7,4,9,1,1,1,0,11,5.5,1.3,9.1,4.95,1.27,1,1,
Dundee United,Hamilton,1,0,1,10,8,6,4,15,23,5,2,4,3,0,1,1.53,4,7,1.48,3.84,6.38,2,2,
Hearts,Falkirk,2,1,1,10,7,3,3,8,18,3,3,1,2,0,0,1.91,3.4,4.4,1.78,3.36,4.16,0,0,
Kilmarnock,Inverness C,1,0,2,6,5,3,1,12,13,6,2,4,3,0,0,2,3.4,3.75,1.94,3.29,3.61,1,1,
Motherwell,Hibernian,2,1,1,6,16,5,10,13,18,5,4,2,3,0,0,2.15,3.3,3.5,2.11,3.2,3.23,1,1,
Rangers,Aberdeen,2,0,0,20,9,11,5,13,14,7,6,1,1,0,0,1.33,5,9,1.31,4.74,8.4,0,0,
St Mirren,Celtic,2,0,0,2,15,1,8,7,12,9,5,2,1,0,0,10,5,1.33,8.7,4.69,1.31,1,1,
Aberdeen,Motherwell,2,0,0,9,4,3,3,8,20,4,4,2,3,0,1,2.1,3.4,3.4,2.03,3.24,3.24,0,0,
Celtic,Inverness C,0,1,0,9,5,4,2,12,8,4,4,1,0,0,0,1.2,6.5,13,1.18,5.8,11.2,0,0,
Falkirk,Hibernian,2,0,0,9,10,2,2,11,19,6,9,1,1,0,0,2.4,3.4,2.88,2.36,3.21,2.69,2,2,
Hamilton,Kilmarnock,2,0,0,4,2,2,0,14,16,1,7,1,3,0,0,2.6,3.3,2.6,2.54,3.2,2.48,0,0,
Hearts,Rangers,0,2,1,10,10,7,4,22,22,4,4,1,4,1,0,5.25,3.6,1.7,4.79,3.46,1.64,0,0,
St Mirren,Dundee United,1,0,1,7,11,0,4,14,20,2,5,1,0,0,0,2.88,3.4,2.4,2.68,3.23,2.35,1,1,
Falkirk,St Mirren,1,0,1,11,5,4,4,18,9,5,8,2,1,1,0,1.85,3.5,4.33,1.83,3.31,3.9,1,1,
Inverness C,Dundee United,2,0,0,7,7,3,5,15,14,5,6,1,2,0,0,2.8,3.4,2.4,2.66,3.22,2.38,1,1,
Rangers,Hamilton,0,2,1,27,5,14,1,10,17,9,1,1,1,0,1,1.2,6.5,15,1.18,5.9,12.4,0,0,
Hibernian,Celtic,2,0,0,11,16,8,10,10,12,2,12,1,1,0,0,6,4,1.57,5.49,3.67,1.54,0,0,
Aberdeen,Falkirk,0,2,0,6,7,1,1,6,12,5,4,1,2,0,0,1.91,3.4,4.2,1.82,3.34,3.97,0,0,
Celtic,Hearts,1,0,1,8,9,2,6,10,15,3,9,0,3,0,0,1.35,5,9,1.34,4.5,7.86,2,2,
Dundee United,Rangers,1,0,1,7,10,3,6,9,15,5,4,1,3,0,0,5,3.5,1.75,4.42,3.4,1.72,2,2,
Hibernian,Hamilton,0,1,0,21,10,11,4,13,19,5,7,1,3,0,0,1.55,4,6,1.52,3.76,5.62,0,0,
St Mirren,Inverness C,0,1,0,16,9,8,6,3,11,7,6,0,1,0,0,2.4,3.5,2.8,2.31,3.29,2.72,0,0,
Motherwell,Kilmarnock,1,0,1,13,9,8,7,6,6,4,3,0,1,0,0,2.2,3.3,3.3,2.12,3.23,3.13,1,1,
Hamilton,Motherwell,0,1,0,8,13,4,6,16,12,1,3,2,3,0,0,2.7,3.4,2.5,2.56,3.21,2.48,0,0,
Hearts,Dundee United,2,0,0,8,4,7,1,12,11,6,5,2,1,0,0,2.2,3.3,3.3,2.1,3.22,3.16,2,2,
Inverness C,Aberdeen,1,0,1,17,10,7,7,12,9,10,5,3,1,0,0,2.75,3.4,2.5,2.61,3.21,2.44,1,1,
Kilmarnock,St Mirren,1,0,1,14,9,6,4,18,12,6,6,3,1,0,0,1.91,3.4,4,1.9,3.29,3.63,1,1,
Rangers,Hibernian,2,0,0,25,2,11,1,12,9,11,0,0,1,0,0,1.33,5,9,1.32,4.51,8.1,0,0,
Falkirk,Celtic,2,0,0,5,16,4,9,10,8,3,6,3,1,0,0,8,4.5,1.4,7.26,4.15,1.37,1,1,
Aberdeen,Hearts,0,1,0,8,2,6,1,15,10,3,6,4,3,0,1,2.35,3.5,3.1,2.31,3.28,2.8,0,0,
Dundee United,Falkirk,0,1,0,8,9,1,1,5,18,11,8,0,2,0,1,1.73,3.6,5,1.65,3.54,4.87,0,0,
Hibernian,Kilmarnock,2,2,2,9,7,5,6,18,18,10,4,4,1,0,1,1.85,3.5,4.5,1.79,3.37,4.19,1,1,
Motherwell,Inverness C,0,2,1,12,8,5,5,14,7,4,5,0,3,0,0,2,3.5,4,1.95,3.28,3.6,0,0,
Rangers,Celtic,2,0,0,14,6,7,4,18,17,7,2,1,2,0,0,2.35,3.3,3.2,2.3,3.21,2.93,1,1,
St Mirren,Hamilton,2,0,0,11,8,5,1,8,15,11,2,2,1,0,0,1.91,3.4,4.2,1.88,3.3,3.88,0,0,
Celtic,Dundee United,0,1,0,9,5,5,3,8,14,3,8,1,1,0,0,1.4,4.5,9,1.35,4.33,8.1,2,2,
Falkirk,Kilmarnock,0,1,0,10,10,4,4,18,18,5,3,4,4,0,0,2.5,3.3,2.87,2.43,3.2,2.72,2,2,
Hamilton,Aberdeen,2,0,0,7,13,3,3,16,17,3,9,2,2,1,0,3.5,3.3,2.15,3.29,3.23,2.08,0,0,
Hearts,Hibernian,2,0,0,18,6,8,1,7,17,6,2,1,3,0,0,2.05,3.4,3.8,1.99,3.25,3.62,2,2,
St Mirren,Motherwell,2,0,0,7,5,3,4,14,18,3,6,2,1,0,0,2.4,3.3,3.2,2.21,3.22,3.06,2,2,
Inverness C,Rangers,2,0,0,11,20,5,13,5,4,4,7,1,0,0,0,9,4.5,1.4,7.9,4.29,1.37,1,1,
Motherwell,Hearts,0,1,0,3,3,1,1,18,16,5,5,1,0,0,0,2.6,3.25,2.65,2.53,3.17,2.52,0,0,
Kilmarnock,Aberdeen,2,1,1,13,13,7,9,16,8,7,6,4,3,0,0,2.5,3.3,2.9,2.39,3.18,2.68,1,1,
Hamilton,Inverness C,0,1,0,6,8,1,3,10,18,1,5,1,4,0,0,2.2,3.5,3.2,2.12,3.27,3.09,0,0,
Hibernian,St Mirren,0,1,0,15,14,6,7,11,9,7,8,2,1,0,0,1.91,3.4,4,1.84,3.28,3.86,0,0,
Kilmarnock,Hearts,2,0,0,12,6,7,5,11,19,5,6,1,3,0,0,2.6,3.3,2.62,2.53,3.18,2.53,1,1,
